cat_code,cat_desc,category_level,dt_code,dt_desc,dt_unit,et_code,et_desc,et_unit,geo_code,geo_desc,is_adj,report,detail_code,time_series_code
326,Plastics and Rubber Products,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,326_E_D122_US
327,Nonmetallic Mineral Products,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,327_E_D122_US
331,Foundries,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,331_E_D122_US
332,Fabricated Metal Products,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,332_E_D122_US
333,Machinery,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,333_E_D122_US
334,All Other Electronic Products,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,334_E_D122_US
335,"Electrical Equipment, Appliances, and Components",2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,335_E_D122_US
337,Furniture and Related Products,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,337_E_D122_US
339,Miscellaneous Manufacturing,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,339_E_D122_US
371,"Iron, Steel, and Ferroalloys",3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,371_E_D122_US
374,Computer and Peripheral Equipment,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,374_E_D122_US
375,"Basic Chemicals, Resins, and Synthetics",3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,375_E_D122_US
376,Motor Vehicles and Parts,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,376_E_D122_US
381,Nonferrous Metals,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,381_E_D122_US
384,Communications Equipment,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,384_E_D122_US
385,Pharmaceuticals and Medicines,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,385_E_D122_US
386,Aerospace Products and Parts,3,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,386_E_D122_US
421,"Wholesale Trade, Durable Goods",1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,421_E_D122_US
422,"Wholesale Trade, Nondurable Goods",1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,422_E_D122_US
445,Food and Beverage Stores,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,445_E_D122_US
448,Clothing and General Merchandise Stores,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,448_E_D122_US
511,"Publishing Industries, Except Internet",1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,511_E_D122_US
512,Motion Picture and Sound Recording Industries,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,512_E_D122_US
515,"Broadcasting, Except Internet",1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,515_E_D122_US
517,Telecommunications,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,517_E_D122_US
519,All Other Information,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,519_E_D122_US
545,Computer Systems Design and Related Services,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,545_E_D122_US
546,Management and Technical Consulting Services,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,546_E_D122_US
547,Scientific Research and Development Services,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,547_E_D122_US
549,"All Other Professional and Technical Services, Except Legal Services",1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,549_E_D122_US
ANL,Apparel and Leather Products,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,ANL_E_D122_US
CHE,Chemicals,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,CHE_E_D122_US
COM,Computer and Electronic Products,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,COM_E_D122_US
DUR,All Durable Manufacturing,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,DUR_E_D122_US
INF,All Information,0,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,INF_E_D122_US
MFG,All Manufacturing,0,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,MFG_E_D122_US
MIN,All Mining,0,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,MIN_E_D122_US
NDU,All Nondurable Manufacturing,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,NDU_E_D122_US
OTR,All Other Retail Trade,1,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,OTR_E_D122_US
PRI,Primary Metals,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,PRI_E_D122_US
PTS,"All Professional and Technical Services, Except Legal Services",0,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,PTS_E_D122_US
RET,All Retail Trade,0,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,RET_E_D122_US
TRA,Transportation Equipment,2,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,TRA_E_D122_US
WHS,All Wholesale Trade,0,,,,E_D122,Standard Error for Other Direct Credits (Charges) to Retained Earnings (Net),  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D122,WHS_E_D122_US
311,Food,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,311_E_D123_US
312,Beverage and Tobacco Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,312_E_D123_US
313,Textile Mills and Textile Product Mills,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,313_E_D123_US
321,Wood Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,321_E_D123_US
322,Paper,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,322_E_D123_US
323,Printing and Related Support Activities,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,323_E_D123_US
324,Petroleum and Coal Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,324_E_D123_US
325,All Other Chemicals,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,325_E_D123_US
326,Plastics and Rubber Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,326_E_D123_US
327,Nonmetallic Mineral Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,327_E_D123_US
331,Foundries,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,331_E_D123_US
332,Fabricated Metal Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,332_E_D123_US
333,Machinery,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,333_E_D123_US
334,All Other Electronic Products,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,334_E_D123_US
335,"Electrical Equipment, Appliances, and Components",2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,335_E_D123_US
337,Furniture and Related Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,337_E_D123_US
339,Miscellaneous Manufacturing,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,339_E_D123_US
371,"Iron, Steel, and Ferroalloys",3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,371_E_D123_US
374,Computer and Peripheral Equipment,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,374_E_D123_US
375,"Basic Chemicals, Resins, and Synthetics",3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,375_E_D123_US
376,Motor Vehicles and Parts,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,376_E_D123_US
381,Nonferrous Metals,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,381_E_D123_US
384,Communications Equipment,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,384_E_D123_US
385,Pharmaceuticals and Medicines,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,385_E_D123_US
386,Aerospace Products and Parts,3,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,386_E_D123_US
421,"Wholesale Trade, Durable Goods",1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,421_E_D123_US
422,"Wholesale Trade, Nondurable Goods",1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,422_E_D123_US
445,Food and Beverage Stores,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,445_E_D123_US
448,Clothing and General Merchandise Stores,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,448_E_D123_US
511,"Publishing Industries, Except Internet",1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,511_E_D123_US
512,Motion Picture and Sound Recording Industries,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,512_E_D123_US
515,"Broadcasting, Except Internet",1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,515_E_D123_US
517,Telecommunications,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,517_E_D123_US
519,All Other Information,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,519_E_D123_US
545,Computer Systems Design and Related Services,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,545_E_D123_US
546,Management and Technical Consulting Services,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,546_E_D123_US
547,Scientific Research and Development Services,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,547_E_D123_US
549,"All Other Professional and Technical Services, Except Legal Services",1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,549_E_D123_US
ANL,Apparel and Leather Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,ANL_E_D123_US
CHE,Chemicals,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,CHE_E_D123_US
COM,Computer and Electronic Products,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,COM_E_D123_US
DUR,All Durable Manufacturing,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,DUR_E_D123_US
INF,All Information,0,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,INF_E_D123_US
MFG,All Manufacturing,0,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,MFG_E_D123_US
MIN,All Mining,0,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,MIN_E_D123_US
NDU,All Nondurable Manufacturing,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,NDU_E_D123_US
OTR,All Other Retail Trade,1,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,OTR_E_D123_US
PRI,Primary Metals,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,PRI_E_D123_US
PTS,"All Professional and Technical Services, Except Legal Services",0,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,PTS_E_D123_US
RET,All Retail Trade,0,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,RET_E_D123_US
TRA,Transportation Equipment,2,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,TRA_E_D123_US
WHS,All Wholesale Trade,0,,,,E_D123,Standard Error for Retained Earnings at End of Quarter,  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D123,WHS_E_D123_US
311,Food,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,311_E_D309_US
312,Beverage and Tobacco Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,312_E_D309_US
313,Textile Mills and Textile Product Mills,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,313_E_D309_US
321,Wood Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,321_E_D309_US
322,Paper,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,322_E_D309_US
323,Printing and Related Support Activities,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,323_E_D309_US
324,Petroleum and Coal Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,324_E_D309_US
325,All Other Chemicals,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,325_E_D309_US
326,Plastics and Rubber Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,326_E_D309_US
327,Nonmetallic Mineral Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,327_E_D309_US
331,Foundries,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,331_E_D309_US
332,Fabricated Metal Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,332_E_D309_US
333,Machinery,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,333_E_D309_US
334,All Other Electronic Products,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,334_E_D309_US
335,"Electrical Equipment, Appliances, and Components",2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,335_E_D309_US
337,Furniture and Related Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,337_E_D309_US
339,Miscellaneous Manufacturing,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,339_E_D309_US
371,"Iron, Steel, and Ferroalloys",3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,371_E_D309_US
374,Computer and Peripheral Equipment,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,374_E_D309_US
375,"Basic Chemicals, Resins, and Synthetics",3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,375_E_D309_US
376,Motor Vehicles and Parts,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,376_E_D309_US
381,Nonferrous Metals,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,381_E_D309_US
384,Communications Equipment,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,384_E_D309_US
385,Pharmaceuticals and Medicines,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,385_E_D309_US
386,Aerospace Products and Parts,3,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,386_E_D309_US
421,"Wholesale Trade, Durable Goods",1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,421_E_D309_US
422,"Wholesale Trade, Nondurable Goods",1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,422_E_D309_US
445,Food and Beverage Stores,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,445_E_D309_US
448,Clothing and General Merchandise Stores,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,448_E_D309_US
511,"Publishing Industries, Except Internet",1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,511_E_D309_US
512,Motion Picture and Sound Recording Industries,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,512_E_D309_US
515,"Broadcasting, Except Internet",1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,515_E_D309_US
517,Telecommunications,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,517_E_D309_US
519,All Other Information,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,519_E_D309_US
545,Computer Systems Design and Related Services,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,545_E_D309_US
546,Management and Technical Consulting Services,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,546_E_D309_US
547,Scientific Research and Development Services,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,547_E_D309_US
549,"All Other Professional and Technical Services, Except Legal Services",1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,549_E_D309_US
ANL,Apparel and Leather Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,ANL_E_D309_US
CHE,Chemicals,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,CHE_E_D309_US
COM,Computer and Electronic Products,2,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,COM_E_D309_US
DUR,All Durable Manufacturing,1,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,DUR_E_D309_US
INF,All Information,0,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,INF_E_D309_US
MFG,All Manufacturing,0,,,,E_D309,"Standard Error for Income Taxes Accrued, Prior and Current Years, Net of Payments",  Millions of Dollars,US,U.S. Total,0,Quarterly Financial Report,E_D309,MFG_E_D309_US
